a_name,noc,discipline,c_id
MOELLGAARD Henrik,Denmark,Handball,
MOERK Nora,Norway,Handball,
MORROS de ARGILA Viran,Spain,Handball,
MOTOKI Hiroki,Japan,Handball,
MUGOSA Dijana,Montenegro,Handball,
MYRHOL Bjarte,Norway,Handball,
NAGATA Shiori,Japan,Handball,
NARITA Kohei,Japan,Handball,
NAVARRO GIMENEZ Silvia,Spain,Handball,
NENEZIC Ljubica,Montenegro,Handball,
NUSSER Larissa,Netherlands,Handball,
OEVERBY Petter,Norway,Handball,
OHYAMA Mana,Japan,Handball,
OLSEN Morten,Denmark,Handball,
O'SULLIVAN Christian,Norway,Handball,
PALICKA Andreas,Sweden,Handball,
PAVICEVIC Ivona,Montenegro,Handball,
PENA ABAURREA Nerea,Spain,Handball,
PEREZ de VARGAS MORENO Gonzalo,Spain,Handball,
PETREN Melissa,Sweden,Handball,
PETTERSEN Simen,Norway,Handball,
PETTERSSON Daniel,Sweden,Handball,
PETTERSSON Fredric,Sweden,Handball,
PLETIKOSIC Matea,Montenegro,Handball,
PORTELA Pedro,Portugal,Handball,
RADICEVIC Jovanka,Montenegro,Handball,
RAJCIC Marina,Montenegro,Handball,
RAMUSOVIC Ema,Montenegro,Handball,
REINKIND Harald,Norway,Handball,
REISTAD Henny,Norway,Handball,
ROBERTS Jamina,Sweden,Handball,
RODRIGUEZ RODRIGUEZ Almudena Maria,Spain,Handball,
RYDE Jessica,Sweden,Handball,
RYU Eun Hee,Republic of Korea,Handball,
SAEVERAAS Kristian,Norway,Handball,
SAGOSEN Sander,Norway,Handball,
SAKAI Motoki,Japan,Handball,
SANDELL Lukas,Sweden,Handball,
SARMIENTO MELIAN Daniel,Spain,Handball,
SASAKI Haruno,Japan,Handball,
SAUGSTRUP Magnus,Denmark,Handball,
SCHATZL Nadine,Hungary,Handball,
SEDOYKINA Anna,ROC,Handball,
SEN Anna,ROC,Handball,
SHIOTA Sayo,Japan,Handball,
SILVA Rui,Portugal,Handball,
SIM Haein,Republic of Korea,Handball,
SKOGRAND Stine,Norway,Handball,
SKOROBOGATCHENKO Antonina,ROC,Handball,
SMEETS Martine,Netherlands,Handball,
SMITS Inger,Netherlands,Handball,
SNELDER Danick,Netherlands,Handball,
SOLBERG ISAKSEN Sanna,Norway,Handball,
SOLBERG Silje,Norway,Handball,
SOLE SALA Ferran,Spain,Handball,
STROMBERG Carin,Sweden,Handball,
SUGIOKA Naoki,Japan,Handball,
SUNAMI Kaho,Japan,Handball,
SUNNEFELDT Oskar,Sweden,Handball,
SVAN Lasse,Denmark,Handball,
SZOLLOSI-ZACSIK Szandra,Hungary,Handball,
SZUCSANSZKI Zita,Hungary,Handball,
TANABE Yuki,Japan,Handball,
THORLEIFSDOTTIR Kristin,Sweden,Handball,
TOENNESEN Kent Robin,Norway,Handball,
TOFT HANSEN Henrik,Denmark,Handball,
TOKUDA Rennosuke,Japan,Handball,
TOKUDA Shinnosuke,Japan,Handball,
TOMAC Marta,Norway,Handball,
TOMORI Zsuzsanna,Hungary,Handball,
VAMOS Petra,Hungary,Handball,
van der HEIJDEN Laura,Netherlands,Handball,
van WETERING Bo,Netherlands,Handball,
VEDEKHINA Polina,ROC,Handball,
VUKCEVIC Nikolina,Montenegro,Handball,
VYAKHIREVA Anna,ROC,Handball,
WANNE Hampus,Sweden,Handball,
WATANABE Jin,Japan,Handball,
WEBER Philipp,Germany,Handball,
WEINHOLD Steffen,Germany,Handball,
WESTBERG Johanna,Sweden,Handball,
WESTER Tess,Netherlands,Handball,
WON Seonpil,Republic of Korea,Handball,
YOKOSHIMA Aya,Japan,Handball,
YOSHIDA Shuichi,Japan,Handball,
YOSHINO Tatsuki,Japan,Handball,
ABRAHAMS Rusten John,South Africa,Hockey,
ALBERS Felice,Netherlands,Hockey,
ALEGRE BIOSCA David,Spain,Hockey,
ALONSO Alejandro,Spain,Hockey,
AMES David,Great Britain,Hockey,
ANSELL Liam Paul,Great Britain,Hockey,
ANSLEY Giselle,Great Britain,Hockey,
ASAI Yu,Japan,Hockey,
ASANO Sakiyo,Japan,Hockey,
BAKKER Billy,Netherlands,Hockey,
BALK Lars,Netherlands,Hockey,
BALSDON Grace,Great Britain,Hockey,
BARRIOS NAVARRO Laura,Spain,Hockey,
BASTERRA Jose Maria,Spain,Hockey,
BELL Daniel,South Africa,Hockey,
BELTRAN MIR Albert,Spain,Hockey,
BLAAK Pirmin,Netherlands,Hockey,
BLOK Justen,Netherlands,Hockey,
BOBBS Quanita,South Africa,Hockey,
BOCCARD Gauthier,Belgium,Hockey,
BOLTO Marc,Spain,Hockey,
BONASTRE PEREMATEU Berta,Spain,Hockey,
BOVENDEERT Roel,Netherlands,Hockey,
BRINKMAN Thierry,Netherlands,Hockey,
BRYDON David,New Zealand,Hockey,
CANO RUIZ Carmen,Spain,Hockey,
CASSIEM Abdud Dayaan,South Africa,Hockey,
CASSIEM Mustaphaa,South Africa,Hockey,
CHALKER Emily,Australia,Hockey,
CHARLTON Samantha,New Zealand,Hockey,
CHEN Yang,People's Republic of China,Hockey,
CHEN Yi,People's Republic of China,Hockey,
CORTES JUNCOSA Francisco,Spain,Hockey,
COSTELLO Amy Ewart,Great Britain,Hockey,
CRACKLES Fiona Anne,Great Britain,Hockey,
CREED Brendan William John,Great Britain,Hockey,
CROON Jorrit,Netherlands,Hockey,
CUI Qiuxia,People's Republic of China,Hockey,
DAVEY Tarryn,New Zealand,Hockey,
DAVIES Frances,New Zealand,Hockey,
de GEUS Jonas,Netherlands,Hockey,
de GOEDE Eva Roma Maria,Netherlands,Hockey,
de MOL Joep Paul Eric,Netherlands,Hockey,
de WAARD Xan Gerdien,Netherlands,Hockey,
de WIJN Sander Sebastiaan Robert,Netherlands,Hockey,
DEETLEFS Lisa-Marie,South Africa,Hockey,
DELAS de ANDRES Miguel,Spain,Hockey,
DICKINS Stephanie,New Zealand,Hockey,
DIXON Adam Graham,Great Britain,Hockey,
DLUNGWANA Tyson,South Africa,Hockey,
DOAR Katie,New Zealand,Hockey,
DRAPER Jacob Benjamin,Great Britain,Hockey,
DRUMMOND Timothy,South Africa,Hockey,
du PLESSIS Lilian Joy,South Africa,Hockey,
DUKE Deirdre,Ireland,Hockey,
EUSTICE Jethro Ray,South Africa,Hockey,
EVANS Sarah,Great Britain,Hockey,
FORSYTH Alan,Great Britain,Hockey,
GALL James Richard,Great Britain,Hockey,
GARCIA GRAU Begona,Spain,Hockey,
GINE PATSI Xantal,Spain,Hockey,
GLASBY Tarryn Christie,South Africa,Hockey,
GONZALEZ de CASTEJON Enrique,Spain,Hockey,
GRIFFITHS Christopher,Great Britain,Hockey,
GU Bingfeng,People's Republic of China,Hockey,
GUISE-BROWN Matthew,South Africa,Hockey,
GUNSON Ella,New Zealand,Hockey,
HERTZBERGER Jeroen,Netherlands,Hockey,
HORNE Keenan Craig,South Africa,Hockey,
HOSHI Kimika,Japan,Hockey,
HULL Megan,New Zealand,Hockey,
HUNTER Erin,South Africa,Hockey,
IGLESIAS MARCOS Alvaro,Spain,Hockey,
IGLESIAS MARCOS Belen,Spain,Hockey,
INGLIS Hugo,New Zealand,Hockey,
JENNESS Stephen,New Zealand,Hockey,
JOHNSON Robyn,South Africa,Hockey,
JONES Sarah Louise,Great Britain,Hockey,
JOPP Tessa,New Zealand,Hockey,
JULIUS Ryan Cowen,South Africa,Hockey,
KEDDELL Rose,New Zealand,Hockey,
KEETELS Marloes Johanna Maria,Netherlands,Hockey,
KEMPERMAN Robbert,Netherlands,Hockey,
KING Julia,New Zealand,Hockey,
KIRISHITA Yoshiki,Japan,Hockey,
KITAZATO Kenji,Japan,Hockey,
KOK Tevin Michael,South Africa,Hockey,
KONING Josine,Netherlands,Hockey,
KOOLEN Sanne Anne Leonie,Netherlands,Hockey,
KOZUKA Miki,Japan,Hockey,
LANE Sam,New Zealand,Hockey,
LEMBETHE Nduduza Peabo,South Africa,Hockey,
LETT Dane,New Zealand,Hockey,
LEURINK Laurien,Netherlands,Hockey,
LI Dongxiao,People's Republic of China,Hockey,
LI Hong,People's Republic of China,Hockey,
LI Jiaqi,People's Republic of China,Hockey,
LIANG Meiyu,People's Republic of China,Hockey,
LIU Meng,People's Republic of China,Hockey,
LLEONART BLANCO Xavier,Spain,Hockey,
LOPEZ GARCIA Maria,Spain,Hockey,
LUO Tiantian,People's Republic of China,Hockey,
MADDOCKS Charne,South Africa,Hockey,
MAGAZ MEDRANO Alicia,Spain,Hockey,
MAHOLE Lerato,South Africa,Hockey,
MALLETT Taryn,South Africa,Hockey,
MANO Yukari,Japan,Hockey,
MARAIS Marizen,South Africa,Hockey,
MARTIN Hannah,Great Britain,Hockey,
MARTIN Harry John,Great Britain,Hockey,
MATLA Frederique,Netherlands,Hockey,
MATSUMOTO Natsuha,Japan,Hockey,
MBANDE Phumelela Luphumlo,South Africa,Hockey,
McALEESE Shea,New Zealand,Hockey,
McCALLIN Shona,Great Britain,Hockey,
MEJIAS ZANETTI Candela,Spain,Hockey,
MERRY Olivia,New Zealand,Hockey,
MICHELSEN Stacey,New Zealand,Hockey,
MITSUHASHI Aki,Japan,Hockey,
MOES Freeke,Netherlands,Hockey,
MOLIKOE Edith,South Africa,Hockey,
MORI Kanon,Japan,Hockey,
MURATA Kazuma,Japan,Hockey,
MVIMBI Samkelo,South Africa,Hockey,
NAGAI Yuma,Japan,Hockey,
NAGAI Yuri,Japan,Hockey,
NAGAYOSHI Ken,Japan,Hockey,
NISHIKORI Emi,Japan,Hockey,
NOMURA Kana,Japan,Hockey,
NTULI Nqobile Mansuet,South Africa,Hockey,
NUNNINK Laura Maria,Netherlands,Hockey,
OCHIAI Hiromasa,Japan,Hockey,
O'HANLON Grace,New Zealand,Hockey,
OHASHI Masaki,Japan,Hockey,
OIKAWA Shihori,Japan,Hockey,
OLIVA ISERN Georgina,Spain,Hockey,
OLIVA ISERN Roc,Spain,Hockey,
OMOTO Sakurako,Japan,Hockey,
OU Zixia,People's Republic of China,Hockey,
OWSLEY Lily,Great Britain,Hockey,
PANCHIA Jared,New Zealand,Hockey,
PATON Kristen,South Africa,Hockey,
PATON Taine,South Africa,Hockey,
PAYNE Oliver,Great Britain,Hockey,
PEARNE-WEBB Hollie,Great Britain,Hockey,
PENG Yang,People's Republic of China,Hockey,
PEREZ LAGUNAS Beatriz,Spain,Hockey,
PETCHAME BONASTRE Carlota,Spain,Hockey,
PETTER Isabelle,Great Britain,Hockey,
PHENINCKX Malou,Netherlands,Hockey,
PIERA GRAU Llorenc,Spain,Hockey,
PIETERSE Erasmus,South Africa,Hockey,
PONS GENESCA Julia,Spain,Hockey,
PRUIJSER Mirco,Netherlands,Hockey,
QUEMADA CADAFALCH Pau,Spain,Hockey,
RALPH Hope,New Zealand,Hockey,
RAYER Elena Sian,Great Britain,Hockey,
RECASENS LLOBET Marc,Spain,Hockey,
RIERA ZUZUARREGUI Lola,Spain,Hockey,
ROBERTSON Sarah,Great Britain,Hockey,
ROMEU ARGEMI Josep,Spain,Hockey,
ROPER Phillip,Great Britain,Hockey,
ROSS Nick,New Zealand,Hockey,
RUIZ CASTILLO Maria de los Angeles,Spain,Hockey,
RUIZ TORRUELLA Vicenc,Spain,Hockey,
RUSSELL Kane,New Zealand,Hockey,
SALLES ESTEVE Marc,Spain,Hockey,
SANCHEZ HERRERO Ricardo,Spain,Hockey,
SANFORD Liam,Great Britain,Hockey,
SCHUURMAN Glenn,Netherlands,Hockey,
SEERANE Celia Beatrice,South Africa,Hockey,
SHANNON Olivia,New Zealand,Hockey,
SHIPPERLEY Rupert Scott,Great Britain,Hockey,
SIMMONDS Joshua,Australia,Hockey,
SLOAN Ian Martin,Great Britain,Hockey,
SMITH Austin Charles,South Africa,Hockey,
SMITH Kelsey,New Zealand,Hockey,
SOMERVILLE Karri,Australia,Hockey,
SORSBY Thomas,Great Britain,Hockey,
SPOONER Nicholas Balfour,South Africa,Hockey,
TANAKA Kaho,Japan,Hockey,
TANAKA Kaito,Japan,Hockey,
TANAKA Kenta,Japan,Hockey,
TANAKA Seren,Japan,Hockey,
TARRANT Blair,New Zealand,Hockey,
THOMAS Dylan,New Zealand,Hockey,
THOMPSON Liz,New Zealand,Hockey,
TOMAN Anna-Frances,Great Britain,Hockey,
TORIYAMA Mai,Japan,Hockey,
TORRES-QUEVEDO OLIVER Alejandra,Spain,Hockey,
TOWNSEND Susannah,Great Britain,Hockey,
van ASS Severiano Boris,Netherlands,Hockey,
van DAM Thijs Johannes Reinier,Netherlands,Hockey,
van der WEERDEN Mink Alphons Louis,Netherlands,Hockey,
van GEFFEN Margot,Netherlands,Hockey,
van GILS Stella Dianne,Netherlands,Hockey,
van MAASAKKER Caia Jacqueline,Netherlands,Hockey,
VERSCHOOR Maria,Netherlands,Hockey,
VETO Nomnikelo,South Africa,Hockey,
WALLACE Zachary,Great Britain,Hockey,
WALLER Jack,Great Britain,Hockey,
WALRAVEN Nicole,South Africa,Hockey,
WANG Na,People's Republic of China,Hockey,
WARD Samuel Ian,Great Britain,Hockey,
WATANABE Kota,Japan,Hockey,
WELTEN Lidewij Marsia Maria,Netherlands,Hockey,
WILKINSON Leah Julia,Great Britain,Hockey,
WILSON Nick,New Zealand,Hockey,
WOODS Nic,New Zealand,Hockey,
XU Wenyu,People's Republic of China,Hockey,
YAMADA Aki,Japan,Hockey,
YAMADA Shota,Japan,Hockey,
YAMASAKI Koji,Japan,Hockey,
YAMASHITA Manabu,Japan,Hockey,
YCART CANAL Clara,Spain,Hockey,
YOSHIKAWA Takashi,Japan,Hockey,
ZENDANA Hirotaka,Japan,Hockey,
ZHANG Jinrong,People's Republic of China,Hockey,
ZHANG Xiaoxue,People's Republic of China,Hockey,
ZHONG Jiaqi,People's Republic of China,Hockey,
ZULU Onthatile,South Africa,Hockey,
ABDALRASOOL Mohamed,Sudan,Judo,
ABDELMAWGOUD Mohamed,Egypt,Judo,
ABE Hifumi,Japan,Judo,
ABE Uta,Japan,Judo,
ABU RMILAH Wesam,Palestine,Judo,
ADLINGTON Sarah,Great Britain,Judo,
AGBEGNENOU Clarisse,France,Judo,
AGUIAR Mayra,Brazil,Judo,
AKKUS Mihrac,Turkey,Judo,
ALBAYRAK Vedat,Turkey,Judo,
ALDASS Sanda,Refugee Olympic Team,Judo,
ALHASSANE Ismael,Niger,Judo,
ALIKAJ Ahmad,Refugee Olympic Team,Judo,
ALQAHTANI Tahani,Saudi Arabia,Judo,
ALTHEMAN Maria Suelen,Brazil,Judo,
AN Baul,Republic of Korea,Judo,
AN Changrim,Republic of Korea,Judo,
ANANI Kwadjo,Ghana,Judo,
ANDREW Joshter,Guam,Judo,
ANESTOR Sabiana,Haiti,Judo,
ANTOMARCHI Kaliema,Cuba,Judo,
APRAHAMIAN Alain,Uruguay,Judo,
ARREY SOPHINA Ayuk Otay,Cameroon,Judo,
ASSELAH Sonia,Algeria,Judo,
AWITI ALCARAZ Prisca,Mexico,Judo,
BABAMURATOVA Gulbadam,Turkmenistan,Judo,
BABINTSEVA Aleksandra,ROC,Judo,
BAH Mamadou Samba,Guinea,Judo,
BARBOSA Eduardo,Brazil,Judo,
BARRIOS Anriquelis,Venezuela,Judo,
BASHAEV Tamerlan,ROC,Judo,
BASILE Fabio,Italy,Judo,
BEKAURI Lasha,Georgia,Judo,
BELLANDI Alice,Italy,Judo,
BERNABEU Maria,Spain,Judo,
BERNHOLM Anna,Sweden,Judo,
BESSI Cedric,Monaco,Judo,
BHATTA Soniya,Nepal,Judo,
BILLIET Sandrine,Cape Verde,Judo,
BILODID Daria,Ukraine,Judo,
BIRIBO Kinaua,Kiribati,Judo,
BOBONOV Davlat,Uzbekistan,Judo,
BOLD Gankhaich,Mongolia,Judo,
BOLTABOEV Sharofiddin,Uzbekistan,Judo,
BONFACE Harriet,Malawi,Judo,
BORCHASHVILI Shamil,Austria,Judo,
BORODAVKO Jevgenijs,Latvia,Judo,
BOUKLI Shirine,France,Judo,
BOZBAYEV Islam,Kazakhstan,Judo,
BRANSER Marie,Democratic Republic of the Congo,Judo,
BROWN Colton,United States of America,Judo,
BUCHARD Amandine,France,Judo,
BUTBUL Tohar,Israel,Judo,
CABANA PEREZ Cristina,Spain,Judo,
CARGNIN Daniel,Brazil,Judo,
CASSE Matthias,Belgium,Judo,
CENTRACCHIO Maria,Italy,Judo,
CERIC Larisa,Bosnia and Herzegovina,Judo,
CESAR Taciana,Guinea-Bissau,Judo,
CHAINE Guillaume,France,Judo,
CHALA Vanessa,Ecuador,Judo,
CHEIKH ROUHOU Nihel,Tunisia,Judo,
CHIBANA Gabriela,Brazil,Judo,
CHITU Andreea,Romania,Judo,
CHKHVIMIANI Lukhumi,Georgia,Judo,
CHO Guham,Republic of Korea,Judo,
CILOGLU Bilal,Turkey,Judo,
CIRJENICS Miklos,Hungary,Judo,
CLERGET Axel,France,Judo,
COHEN Gili,Israel,Judo,
COSTA Catarina,Portugal,Judo,
COUGHLAN Aoife,Australia,Judo,
CSERNOVICZKI Eva,Hungary,Judo,
CULLHAJ Indrit,Albania,Judo,
CUMBO Hugo,Vanuatu,Judo,
CUTRO-KELLY Nina,United States of America,Judo,
CYSIQUE Sarah Leonie,France,Judo,
DAHOUK Muna,Refugee Olympic Team,Judo,
DARWISH Ramadan,Egypt,Judo,
DASHDAVAA Amartuvshin,Mongolia,Judo,
DAVID Cergia,Honduras,Judo,
DAVYDOVA Daria,ROC,Judo,
de WIT Frank,Netherlands,Judo,
del TORO CARVAJAL Maylin,Cuba,Judo,
DELGADO Angelica,United States of America,Judo,
DIALLO Lucas,Burkina Faso,Judo,
DICKO Romane,France,Judo,
DOLGOVA Irina,ROC,Judo,
DORJSUREN Sumiya,Mongolia,Judo,
DOSSOU YOVO Celtus,Benin,Judo,
DRYSDALE DALEY Ebony,Jamaica,Judo,
EGUTIDZE Anri,Portugal,Judo,
ELIAS Nacif,Lebanon,Judo,
ELIDRISSI Ayoub,Qatar,Judo,
ELNAHAS Shady,Canada,Judo,
ESTRADA Magdiel,Cuba,Judo,
EYAL SLMAN Younis,Jordan,Judo,
FATIYEV Murad,Azerbaijan,Judo,
FEUILLET Remi,Mauritius,Judo,
FIGUEROA Julia,Spain,Judo,
FILZMOSER Sabrina,Austria,Judo,
FINESSE Nantenaina,Seychelles,Judo,
FLETCHER Benjamin,Ireland,Judo,
FLETCHER Megan,Ireland,Judo,
FLORENTINO Robert,Dominican Republic,Judo,
FONSECA Jorge,Portugal,Judo,
FRANSSEN Juul,Netherlands,Judo,
FREY Johannes,Germany,Judo,
FREY Karl-Richard,Germany,Judo,
GAITERO MARTIN Alberto,Spain,Judo,
GALBADRAKH Otgontsetseg,Kazakhstan,Judo,
GANDIA Adrian,Puerto Rico,Judo,
GANTULGA Altanbagana,Mongolia,Judo,
GARCIA Estefania,Ecuador,Judo,
GARRIGOS Francisco,Spain,Judo,
GERCHEV Yanislav,Bulgaria,Judo,
GILES Chelsie,Great Britain,Judo,
GIUFFRIDA Odette,Italy,Judo,
GJAKOVA Akil,Kosovo,Judo,
GOMBOC Adrian,Slovenia,Judo,
GRABOWSKI Jasmin,Germany,Judo,
GRANDA Andy,Cuba,Judo,
GRIGALASHVILI Tato,Georgia,Judo,
GROL Henk,Netherlands,Judo,
GUICA Ecaterina,Canada,Judo,
GURBANLI Aisha,Azerbaijan,Judo,
GWAK Donghan,Republic of Korea,Judo,
HAECKER Katharina,Australia,Judo,
HAMAD Sulaiman,Saudi Arabia,Judo,
HAMADA Shori,Japan,Judo,
HAN Heeju,Republic of Korea,Judo,
HAN Mijin,Republic of Korea,Judo,
HARASAWA Hisayoshi,Japan,Judo,
HARRIS Frederick,Sierra Leone,Judo,
HEGYI Stephan,Austria,Judo,
HERSHKO Raz,Israel,Judo,
HOUSSEIN Aden-Alexandre,Djibouti,Judo,
HUSEYNOV Karamat,Azerbaijan,Judo,
IDDIR Alexandre,France,Judo,
IGOLNIKOV Mikhail,ROC,Judo,
ILIASOV Niiaz,ROC,Judo,
ILIEVA Ivelina,Bulgaria,Judo,
IRAOUI Soumiya,Morocco,Judo,
IVANOV Ivaylo,Bulgaria,Judo,
JABLONSKYTE Sandra,Lithuania,Judo,
JIMENEZ Kristine,Panama,Judo,
KAJZER Kaja,Slovenia,Judo,
KALANINA Yelyzaveta,Ukraine,Judo,
KANG Yujeong,Republic of Korea,Judo,
KARAKAS Hedvig,Hungary,Judo,
KARAPETIAN Ferdinand,Armenia,Judo,
KATZ Nathan,Australia,Judo,
KELDIYOROVA Diyora,Uzbekistan,Judo,
KELMENDI Majlinda,Kosovo,Judo,
KHAMMO Yakiv,Ukraine,Judo,
KHAMZA Didar,Kazakhstan,Judo,
KHELIFI Ghofran,Tunisia,Judo,
KHUBETSOV Alan,ROC,Judo,
KHURRAMOV Mukhammadkarim,Uzbekistan,Judo,
KIM Jisu,Republic of Korea,Judo,
KIM Minjong,Republic of Korea,Judo,
KIM Seongyeon,Republic of Korea,Judo,
KIM Won Jin,Republic of Korea,Judo,
KINDZERSKA Iryna,Azerbaijan,Judo,
KLAMMERT David,Czech Republic,Judo,
KLIMKAIT Jessica,Canada,Judo,
KOCHER Fabienne,Switzerland,Judo,
KOCHMAN Li,Israel,Judo,
KOKAURI Ushangi,Azerbaijan,Judo,
KORREL Michael,Netherlands,Judo,
KOTSOIEV Zelym,Azerbaijan,Judo,
KOWALCZYK Julia,Poland,Judo,
KRASNIQI Distria,Kosovo,Judo,
KRPALEK Lukas,Czech Republic,Judo,
KRSSAKOVA Magdalena,Austria,Judo,
KUCZERA Piotr,Poland,Judo,
KUKA Loriana,Kosovo,Judo,
KUKOLJ Aleksandar,Serbia,Judo,
KUZIUTINA Natalia,ROC,Judo,
LANDOLSI Nihel,Tunisia,Judo,
LANIR Inbar,Israel,Judo,
le BLOUCH Kilian,France,Judo,
LEE Sungho,Republic of Korea,Judo,
LEON Karen,Venezuela,Judo,
LESIUK Artem,Ukraine,Judo,
LEVYTSKA-SHUKVANI Tetiana,Georgia,Judo,
LIEN Chen-Ling,Chinese Taipei,Judo,
LIKMABAM Shushila Devi,India,Judo,
LIN Chen-Hao,Chinese Taipei,Judo,
LIPARTELIANI Eteri,Georgia,Judo,
LIPARTELIANI Varlam,Georgia,Judo,
LKHAGVASUREN Otgonbaatar,Mongolia,Judo,
LKHAGVASUREN Sosorbaram,Mongolia,Judo,
LOFORTE Kevin,Mozambique,Judo,
LOMBARDO Manuel,Italy,Judo,
LU Tongjuan,People's Republic of China,Judo,
LUCENTI Emmanuel,Argentina,Judo,
LUTFILLAEV Sharafuddin,Uzbekistan,Judo,
MA Zhenzhao,People's Republic of China,Judo,
MACIAS Tommy,Sweden,Judo,
MAHJOUB Javad,Refugee Olympic Team,Judo,
MAJDOV Nemanja,Serbia,Judo,
MALONGA Madeleine,France,Judo,
MARANIC Ivana,Croatia,Judo,
MARENCO Izayana,Nicaragua,Judo,
MARGELIDON Arthur,Canada,Judo,
MARGVELASHVILI Vazha,Georgia,Judo,
MATIC Barbara,Croatia,Judo,
MATNIYAZOVA Gulnoza,Uzbekistan,Judo,
MAZOUZ Sarah-Myriam,Gabon,Judo,
MBALLA ATANGANA Hortence Vanessa,Cameroon,Judo,
McKENZIE Ashley,Great Britain,Judo,
MEHDIYEV Mammadali,Azerbaijan,Judo,
MEMNELOUM Demos,Chad,Judo,
MEZHETSKAIA Daria,ROC,Judo,
MILANI Francesca,Italy,Judo,
MINASKIN Grigori,Estonia,Judo,
MINKOU Dzmitry,Belarus,Judo,
MISENGA Popole,Refugee Olympic Team,Judo,
MKHEIDZE Luka,France,Judo,
MOGUSHKOV Musa,ROC,Judo,
MOJICA Melissa,Puerto Rico,Judo,
MOLLAEI Saeid,Mongolia,Judo,
MONTEIRO Telma,Portugal,Judo,
MSHVIDOBADZE Robert,ROC,Judo,
MUCUNGUI Diassonema,Angola,Judo,
MUKAI Shoichiro,Japan,Judo,
MUKI Sagi,Israel,Judo,
MUNGAI Nicholas,Italy,Judo,
MUNGANDU Steven,Zambia,Judo,
MUNKHBAT Urantsetseg,Mongolia,Judo,
MURODOV Akmal,Tajikistan,Judo,
NAGASE Takanori,Japan,Judo,
NDIAYE Mbagnick,Senegal,Judo,
NELSON LEVY Timna,Israel,Judo,
NGUYEN Thuy,Vietnam,Judo,
NHABALI Quedjau,Ukraine,Judo,
NIANG Assmaa,Morocco,Judo,
NIKIFOROV Toma,Belgium,Judo,
NIKOLIC Milica,Serbia,Judo,
NJIE Faye,Gambia,Judo,
NOMENJANAHARY Damiella,Madagascar,Judo,
NOURINE Fethi,Algeria,Judo,
NTANATSIDIS Alexios,Greece,Judo,
NUNES Rochele,Portugal,Judo,
NURILLAEV Sardor,Uzbekistan,Judo,
NYMAN Marcus,Sweden,Judo,
OBRADOVIC Anja,Serbia,Judo,
OLTIBOEV Bekmurod,Uzbekistan,Judo,
OMAR Ali,Libya,Judo,
ONO Shohei,Japan,Judo,
ORTIZ Idalys,Cuba,Judo,
ORUJOV Rustam,Azerbaijan,Judo,
OTGON Munkhtsetseg,Mongolia,Judo,
OZBAS Szofi,Hungary,Judo,
OZDOBA-BLACH Agata,Poland,Judo,
PACEK Robin,Sweden,Judo,
PACUT Beata,Poland,Judo,
PALTCHIK Peter,Israel,Judo,
PAPADAKIS Nefeli,United States of America,Judo,
PARETO Paula,Argentina,Judo,
PARK Da-Sol,Republic of Korea,Judo,
PARLATI Christian,Italy,Judo,
PEKOVIC Jovana,Montenegro,Judo,
PERCIVAL Peniamina,Samoa,Judo,
PERENC Agata,Poland,Judo,
PEREZ BOX Ana,Spain,Judo,
PEREZ Maria,Puerto Rico,Judo,
PERISIC Marica,Serbia,Judo,
PERSOGLIA Paolo,San Marino,Judo,
PIMENTA Larissa,Brazil,Judo,
PINOT Margaux,France,Judo,
PLAFKY Moritz,Germany,Judo,
POLLERES Michaela,Austria,Judo,
PORTELA Maria,Brazil,Judo,
POSTIGOS Juan,Peru,Judo,
POWELL Natalie,Great Britain,Judo,
PRECIADO Lenin,Ecuador,Judo,
PRODAN Karla,Croatia,Judo,
PUPP Reka,Hungary,Judo,
QUADROS Ketleyn,Brazil,Judo,
RAICU Alexandru,Romania,Judo,
RAKHIMOV Temur,Tajikistan,Judo,
RAMOS Joana,Portugal,Judo,
RAMOS Jose,Guatemala,Judo,
REMARENCO Ivan,United Arab Emirates,Judo,
RENSHALL Lucy,Great Britain,Judo,
REPIYALLAGE Chamara,Sri Lanka,Judo,
RESSEL Dominic,Germany,Judo,
REXHEPI Arbresha,North Macedonia,Judo,
RINER Teddy,France,Judo,
RISHONY Shira,Israel,Judo,
RODRIGUEZ Elvismar,Venezuela,Judo,
ROPER Miryam,Panama,Judo,
SAFAROV Orkhan,Azerbaijan,Judo,
SAMPAIO Patricia,Portugal,Judo,
SANCHO CHINCHILA Ian,Costa Rica,Judo,
SANTOS Eduardo Yudy,Brazil,Judo,
SARNACKI Maciej,Poland,Judo,
SASSON Or,Israel,Judo,
SAVELKOULS Tessie,Netherlands,Judo,
SAYIT Kayra,Turkey,Judo,
SCHWENDINGER Raphael,Liechtenstein,Judo,
SCVORTOV Victor,United Arab Emirates,Judo,
SEIDL Sebastian,Germany,Judo,
SERIKZHANOV Yerlan,Kazakhstan,Judo,
SHAH Shah Hussain,Pakistan,Judo,
SHAHEEN Nigara,Refugee Olympic Team,Judo,
SHAMILOV Yakub,ROC,Judo,
SHARIR Gili,Israel,Judo,
SHAVDATUASHVILI Lasha,Georgia,Judo,
SHERAZADISHVILI Nikoloz,Spain,Judo,
SHMAILOV Baruch,Israel,Judo,
SILVA MORALES Ivan Felipe,Cuba,Judo,
SILVA Rafael,Brazil,Judo,
SIMIONESCU Vladut,Romania,Judo,
SITHISANE Soukphaxay,Lao People's Democratic Republic,Judo,
